,SOCs.soc,TemperaturesCells.cell_21,TemperaturesCells.cell_20,TemperaturesCells.cell_23,TemperaturesCells.cell_22,TemperaturesCells.cell_25,TemperaturesCells.cell_24,TemperaturesCells.cell_27,TemperaturesCells.cell_26,TemperaturesCells.cell_29,TemperaturesCells.cell_28,TemperaturesCells.cell_89,TemperaturesCells.cell_88,TemperaturesCells.cell_87,TemperaturesCells.cell_86,TemperaturesCells.cell_85,TemperaturesCells.cell_84,TemperaturesCells.cell_83,TemperaturesCells.cell_82,TemperaturesCells.cell_81,TemperaturesCells.cell_80,TemperaturesCells.cell_32,TemperaturesCells.cell_33,TemperaturesCells.cell_30,TemperaturesCells.cell_31,TemperaturesCells.cell_36,TemperaturesCells.cell_37,TemperaturesCells.cell_34,TemperaturesCells.cell_35,TemperaturesCells.cell_38,TemperaturesCells.cell_39,TemperaturesCells.cell_90,TemperaturesCells.cell_91,TemperaturesCells.cell_92,TemperaturesCells.cell_93,TemperaturesCells.cell_94,TemperaturesCells.cell_95,TemperaturesCells.cell_96,TemperaturesCells.cell_97,TemperaturesCells.cell_98,TemperaturesCells.cell_99,TemperaturesCells.cell_100,TemperaturesCells.cell_18,TemperaturesCells.cell_19,TemperaturesCells.cell_10,TemperaturesCells.cell_11,TemperaturesCells.cell_12,TemperaturesCells.cell_13,TemperaturesCells.cell_14,TemperaturesCells.cell_15,TemperaturesCells.cell_16,TemperaturesCells.cell_17,TemperaturesCells.cell_69,TemperaturesCells.cell_68,TemperaturesCells.cell_65,TemperaturesCells.cell_64,TemperaturesCells.cell_67,TemperaturesCells.cell_66,TemperaturesCells.cell_61,TemperaturesCells.cell_60,TemperaturesCells.cell_63,TemperaturesCells.cell_62,TemperaturesCells.cell_2,TemperaturesCells.cell_3,TemperaturesCells.cell_1,TemperaturesCells.cell_6,TemperaturesCells.cell_7,TemperaturesCells.cell_4,TemperaturesCells.cell_5,TemperaturesCells.cell_8,TemperaturesCells.cell_9,TemperaturesCells.cell_78,TemperaturesCells.cell_79,TemperaturesCells.cell_76,TemperaturesCells.cell_77,TemperaturesCells.cell_74,TemperaturesCells.cell_75,TemperaturesCells.cell_72,TemperaturesCells.cell_73,TemperaturesCells.cell_70,TemperaturesCells.cell_71,TemperaturesCells.cell_43,TemperaturesCells.cell_42,TemperaturesCells.cell_41,TemperaturesCells.cell_40,TemperaturesCells.cell_47,TemperaturesCells.cell_46,TemperaturesCells.cell_45,TemperaturesCells.cell_44,TemperaturesCells.cell_49,TemperaturesCells.cell_48,TemperaturesCells.cell_54,TemperaturesCells.cell_55,TemperaturesCells.cell_56,TemperaturesCells.cell_57,TemperaturesCells.cell_50,TemperaturesCells.cell_51,TemperaturesCells.cell_52,TemperaturesCells.cell_53,TemperaturesCells.cell_58,TemperaturesCells.cell_59,Voltages.voltage_max,Voltages.voltage_bat,Voltages.voltage_oc,Voltages.voltage_min,Currents.current_max,Currents.current_min,Currents.current_bat,Temperatures.temp_min,Temperatures.temp_max,Temperatures.temp_outlet,Temperatures.temp_mean,Powers.power_loss,Powers.power_bat,Efficiencies.efficiency,TemperaturesCells.cells_0,TemperaturesCells.cells_1,TemperaturesCells.cells_2,TemperaturesCells.cells_3,TemperaturesCells.cells_4,TemperaturesCells.cells_5,TemperaturesCells.cells_6,TemperaturesCells.cells_7,TemperaturesCells.cells_8,TemperaturesCells.cells_9
48.0,98.3,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.8,72.7,72.8,72.8,72.8,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.9,72.8,72.8,72.8,72.8,72.8,72.8,72.9,72.7,72.8,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.6,72.6,72.7,72.8,72.8,72.8,72.7,72.8,72.8,72.8,72.8,72.9,72.9,72.7,72.9,72.9,72.8,72.9,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-2.95,63.3,64.5,,63.7,42000.0,-3.2155,50.9345794393,72.78,72.76,72.75,72.73,72.73,72.73,72.74,72.74,72.74,72.74
49.0,98.3,72.7,72.7,72.6,72.7,72.7,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.8,72.8,72.8,72.8,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.8,72.7,72.8,72.8,72.8,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.7,72.8,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.6,72.6,72.7,72.8,72.8,72.8,72.7,72.8,72.8,72.8,72.8,72.9,72.9,72.7,72.9,72.9,72.8,72.9,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-43.0,63.3,64.4,,63.7,42000.0,-46.87,50.9345794393,72.77,72.75,72.73,72.72,72.72,72.72,72.73,72.73,72.73,72.73
50.0,98.3,72.7,72.7,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.8,72.8,72.8,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.8,72.7,72.8,72.8,72.8,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.8,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.7,72.8,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.6,72.6,72.7,72.8,72.8,72.8,72.7,72.8,72.8,72.8,72.8,72.9,72.9,72.7,72.9,72.9,72.8,72.9,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,,63.3,64.4,,63.7,42000.0,,50.9345794393,72.77,72.75,72.73,72.72,72.72,72.72,72.73,72.73,72.73,72.72
51.0,98.3,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.8,72.8,72.8,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.8,72.7,72.6,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.6,72.6,72.6,72.7,72.8,72.8,72.8,72.7,72.8,72.8,72.8,72.8,72.9,72.9,72.7,72.9,72.9,72.8,72.9,72.8,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,,63.3,64.4,,63.7,31500.0,,50.7042253521,72.76,72.74,72.72,72.71,72.71,72.71,72.71,72.72,72.72,72.71
52.0,98.2,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.8,72.8,72.8,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.6,72.6,72.6,72.6,72.8,72.8,72.7,72.7,72.7,72.8,72.8,72.8,72.9,72.9,72.7,72.9,72.9,72.8,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-69.0,63.3,64.4,,63.7,42000.0,-75.21,50.9345794393,72.75,72.73,72.71,72.7,72.69,72.69,72.69,72.7,72.7,72.69
53.0,98.2,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.6,72.6,72.7,72.6,72.7,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.8,72.7,72.7,72.7,72.6,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.6,72.6,72.6,72.6,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.9,72.8,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-84.2,63.3,64.4,,63.7,42000.0,-91.778,50.9345794393,72.73,72.72,72.7,72.69,72.68,72.69,72.69,72.69,72.68,72.67
54.0,98.2,72.6,72.7,72.6,72.6,72.6,72.6,72.7,72.6,72.7,72.7,72.8,72.8,72.8,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.6,72.6,72.7,72.6,72.7,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.8,72.7,72.7,72.7,72.6,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.6,72.6,72.6,72.6,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.8,72.8,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-85.2,63.3,64.4,,63.7,42000.0,-92.868,50.9345794393,72.73,72.72,72.7,72.69,72.68,72.69,72.69,72.69,72.68,72.67
55.0,98.2,72.6,72.7,72.6,72.6,72.6,72.6,72.7,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.6,72.6,72.7,72.6,72.6,72.7,72.6,72.6,72.7,72.7,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.8,72.8,72.8,72.8,72.7,72.8,72.7,72.7,72.7,72.6,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.6,72.6,72.6,72.6,72.8,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.9,72.8,72.8,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-85.3,63.3,64.4,,63.7,42000.0,-92.977,50.9345794393,72.73,72.71,72.69,72.68,72.67,72.68,72.68,72.68,72.67,72.66
56.0,98.2,72.6,72.7,72.6,72.6,72.6,72.6,72.7,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.6,72.5,72.7,72.6,72.6,72.7,72.6,72.6,72.7,72.7,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.7,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.8,72.8,72.8,72.7,72.8,72.7,72.7,72.7,72.6,72.8,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.8,72.7,72.8,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.7,72.9,72.8,72.8,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-85.3,63.3,64.4,,63.7,42000.0,-92.977,50.9345794393,72.73,72.71,72.69,72.68,72.67,72.67,72.67,72.67,72.66,72.65
57.0,98.2,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.6,72.5,72.7,72.6,72.6,72.7,72.5,72.6,72.7,72.7,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.8,72.7,72.7,72.8,72.7,72.8,72.7,72.8,72.6,72.7,72.7,72.6,72.8,72.7,72.8,72.8,72.7,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.5,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.8,72.8,72.6,72.9,72.8,72.8,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,,63.3,64.4,,63.7,42000.0,,50.9345794393,72.71,72.69,72.67,72.66,72.65,72.65,72.66,72.66,72.65,72.65
58.0,98.2,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.6,72.6,72.6,72.7,72.5,72.6,72.7,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.8,72.7,72.7,72.8,72.7,72.7,72.7,72.8,72.6,72.7,72.6,72.6,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.5,72.6,72.7,72.7,72.7,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.6,72.8,72.8,72.7,72.8,72.8,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-5.05,63.3,64.4,,63.7,42000.0,-5.5045,50.9345794393,72.68,72.66,72.65,72.64,72.64,72.64,72.65,72.65,72.65,72.65
59.0,98.2,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.6,72.6,72.6,72.6,72.5,72.6,72.7,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.5,72.6,72.7,72.7,72.7,72.6,72.7,72.7,72.8,72.8,72.8,72.8,72.6,72.8,72.8,72.7,72.8,72.7,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-3.09,63.3,64.4,,63.7,42000.0,-3.3681,50.9345794393,72.68,72.66,72.65,72.64,72.64,72.64,72.65,72.65,72.65,72.65
60.0,98.2,72.6,72.6,72.5,72.6,72.6,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.6,72.6,72.6,72.6,72.5,72.5,72.7,72.6,72.7,72.7,72.7,72.6,72.7,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.8,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.5,72.6,72.7,72.7,72.7,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.6,72.8,72.8,72.7,72.8,72.7,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-2.78,63.3,64.4,,63.7,42000.0,-3.0302,50.9345794393,72.68,72.66,72.65,72.63,72.63,72.63,72.64,72.64,72.64,72.64
61.0,98.2,72.6,72.6,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.5,72.6,72.6,72.7,72.7,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.8,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.5,72.5,72.6,72.7,72.7,72.7,72.6,72.7,72.7,72.7,72.8,72.8,72.8,72.6,72.8,72.8,72.7,72.8,72.7,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-2.91,63.3,64.4,,63.7,42000.0,-3.1719,50.9345794393,72.67,72.65,72.64,72.63,72.63,72.63,72.64,72.64,72.64,72.64
62.0,98.2,72.6,72.6,72.5,72.6,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.5,72.6,72.6,72.7,72.7,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.6,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.8,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.6,72.7,72.7,72.7,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.6,72.8,72.8,72.7,72.8,72.7,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-2.97,63.3,64.4,47.5,63.7,42000.0,-3.2373,50.9345794393,72.67,72.65,72.63,72.62,72.62,72.62,72.62,72.62,72.62,72.61
63.0,98.2,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.5,72.5,72.6,72.6,72.6,72.6,72.5,72.5,72.6,72.6,72.7,72.7,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.8,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.5,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.6,72.8,72.8,72.7,72.7,72.7,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-136.0,63.3,64.3,47.5,63.7,42000.0,-148.24,50.9345794393,72.65,72.63,72.61,72.6,72.6,72.6,72.6,72.61,72.61,72.6
64.0,98.2,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.5,72.5,72.6,72.5,72.6,72.6,72.5,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.8,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.5,72.7,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.8,72.8,72.6,72.8,72.8,72.7,72.7,72.7,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,-232.0,63.3,64.3,47.4,63.7,42000.0,-252.88,50.9345794393,72.65,72.63,72.61,72.6,72.59,72.59,72.59,72.59,72.58,72.57
65.0,98.2,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.5,72.5,72.6,72.5,72.6,72.6,72.5,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.5,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.7,72.6,72.8,72.8,72.7,72.7,72.7,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,,63.3,64.3,47.3,63.7,31500.0,,50.7042253521,72.64,72.63,72.61,72.6,72.59,72.59,72.59,72.59,72.58,72.57
66.0,98.1,72.5,72.6,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.5,72.5,72.6,72.5,72.5,72.6,72.5,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.5,72.7,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.8,72.7,72.6,72.8,72.8,72.7,72.7,72.7,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,-246.0,63.3,64.3,47.2,63.7,31500.0,-265.68,50.7042253521,72.64,72.63,72.61,72.6,72.59,72.59,72.59,72.59,72.58,72.57
67.0,98.1,72.5,72.6,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.5,72.5,72.6,72.5,72.5,72.6,72.5,72.5,72.6,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.5,72.7,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.8,72.8,72.7,72.7,72.7,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,,63.3,64.3,47.1,63.7,31500.0,,50.7042253521,72.62,72.61,72.59,72.58,72.57,72.58,72.58,72.58,72.57,72.57
68.0,98.0,72.5,72.6,72.5,72.5,72.5,72.5,72.6,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.5,72.5,72.6,72.5,72.5,72.6,72.5,72.5,72.6,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.5,72.7,72.6,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.8,72.8,72.7,72.7,72.7,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,-110.0,63.3,64.3,47.0,63.7,31500.0,-118.8,50.7042253521,72.62,72.6,72.58,72.57,72.56,72.56,72.56,72.56,72.55,72.55
69.0,98.0,72.5,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.5,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.7,72.6,72.7,72.7,72.6,72.6,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.8,72.7,72.7,72.7,72.7,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,-117.0,63.3,64.3,47.0,63.7,31500.0,-126.36,50.7042253521,72.61,72.59,72.57,72.56,72.55,72.55,72.55,72.55,72.55,72.55
70.0,98.0,72.5,72.6,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.5,72.7,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.5,72.6,72.6,72.7,72.6,72.7,72.6,72.7,72.6,72.7,72.6,72.6,72.6,72.5,72.4,72.4,72.5,72.6,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.6,72.8,72.7,72.7,72.7,72.7,982.0,1080.0,1050.0,660.0,2090.0,-3100.0,-126.0,63.3,64.3,46.9,63.6,31500.0,-136.08,50.7042253521,72.61,72.59,72.57,72.56,72.55,72.55,72.55,72.55,72.55,72.55
71.0,98.0,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.5,72.5,72.5,72.5,72.4,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.5,72.6,72.6,72.6,72.6,72.7,72.7,72.6,72.7,72.6,72.6,72.7,72.7,72.7,72.6,72.7,72.6,72.6,72.6,72.5,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.6,72.5,72.4,72.4,72.5,72.6,72.6,72.6,72.5,72.6,72.6,72.7,72.7,72.7,72.7,72.5,72.7,72.7,72.7,72.7,72.6,982.0,1090.0,1050.0,660.0,2090.0,-3100.0,,63.2,64.3,46.8,63.6,42000.0,,50.9345794393,72.61,72.59,72.57,72.56,72.55,72.55,72.55,72.55,72.55,72.55
